Bank_Name,Cust_Name,Account_No,Loan_Type,Due_Amount,Due_Date,Priority,Recovered_by_Agent,Recovered_by_AI,Recovered_by_Field_Agent,Recovered_Date,Recovered_Amount,Remaining_Due_Amount
Axis Bank,Joshua Holmes,XXXX7555,House,126402.61,06-08-2024,Low,1,,,24-08-2024,123887.74,12743.86
Kotak Mahindra,Sandra Adams,XXXX1895,House,112142.42,25-08-2023,Medium,,1,,06-01-2023,139708.01,15043.35
SBI,Jennifer Baxter,XXXX4062,House,383448.16,01-06-2025,Low,,1,,27-01-2025,345960.5,24146.26
SBI,Christine Anderson,XXXX2528,House,211952.6,26-10-2023,Low,1,,,10-07-2023,260087.46,21899.53
HDFC Bank,Victoria Johnson,XXXX4689,Car,53473.7,05-09-2024,Low,,1,,11-04-2024,,0
SBI,Alexandra Figueroa,XXXX7663,Car,187253.63,03-11-2023,High,1,,,26-02-2023,386349.41,42020.33
ICICI Bank,Nicole Dunlap,XXXX7358,House,170797.83,18-01-2025,Medium,,1,,10-06-2025,255901.4,25966.88
Axis Bank,Mason Thomas,XXXX6441,Car,69466.57,25-12-2024,High,,1,,28-07-2024,296356.9,19424.3
Kotak Mahindra,Brandon Gibson,XXXX1900,House,55509.01,20-05-2024,Medium,1,,,16-05-2024,,0
SBI,Natalie Adams,XXXX2883,Car,459093.33,27-02-2024,High,,1,,22-09-2024,64159.94,6690.57
HDFC Bank,Hailey Barker,XXXX7454,House,415728.38,09-05-2025,Medium,1,,,09-11-2025,,0
Kotak Mahindra,Dr. Clinton Lee MD,XXXX1875,Car,65332.2,10-03-2024,Low,,1,,23-10-2024,341439.6,1043.78
ICICI Bank,Martha Woodward,XXXX9199,House,78056.57,05-11-2023,Medium,1,,,21-12-2023,63872.42,6992.47
SBI,Phillip Humphrey,XXXX7001,House,236702.72,27-11-2023,Low,,1,,29-09-2023,,0
HDFC Bank,Lisa Blair,XXXX3747,House,179405.56,12-04-2024,Medium,1,,,13-02-2024,,0
HDFC Bank,Helen Harris,XXXX4143,Car,310004.19,16-04-2024,High,1,,,17-01-2024,62371.43,3633.08
SBI,Keith Mitchell,XXXX3887,Car,234431.73,21-05-2025,Low,,1,,13-12-2025,,0
Axis Bank,Dawn Larsen,XXXX3481,Car,356975.33,22-07-2025,Low,1,,,25-03-2025,462308.48,8568.46
HDFC Bank,David Brown,XXXX3367,Car,463527.6,06-12-2023,High,,1,,07-12-2023,429261.58,8341.42
ICICI Bank,Thomas Luna,XXXX1944,Car,204158.82,01-02-2024,Medium,1,,,19-10-2024,223467.04,5746.3
Axis Bank,Carrie Durham,XXXX8097,House,432915.45,04-06-2024,Medium,,1,,02-04-2024,84737.22,1317.92
Axis Bank,Christian Parker,XXXX2404,House,498848.52,11-10-2024,Medium,,1,,13-11-2024,314173.87,15539.85
Kotak Mahindra,Dana Ross,XXXX1021,Car,467729.83,30-08-2023,Medium,,1,,02-02-2023,64680.87,1586.18
HDFC Bank,Kathy Potter,XXXX1464,House,53293.44,05-01-2024,Medium,1,,,28-04-2024,214393.39,9635.47
ICICI Bank,Christine Ross,XXXX9924,Car,273153.39,27-02-2024,High,,,1,13-08-2024,,0
Axis Bank,Christopher Fowler,XXXX7058,House,328424.32,08-05-2025,High,,,1,29-11-2025,249065.73,7435.73
Axis Bank,Jade Hebert,XXXX8743,House,310071.16,29-07-2025,Low,,,1,25-07-2025,241909.65,18767.03
SBI,Ashley Irwin,XXXX6191,House,381953.86,11-11-2023,High,,1,,27-12-2023,52451.17,3918.2
HDFC Bank,Christie Lee,XXXX7963,House,120042.28,02-05-2025,Low,,1,,01-03-2025,211816.98,23044.27
SBI,Mitchell Benson,XXXX9508,House,160304.56,23-12-2024,Low,1,,,22-11-2024,,0
HDFC Bank,Mrs. Cassandra Flores,XXXX5259,Car,354987.61,11-04-2024,Medium,,1,,24-03-2024,384592.39,26912.91
HDFC Bank,Amy Jones,XXXX6650,Car,239400.12,14-02-2025,Low,1,,,17-09-2025,141239.17,1934.03
Axis Bank,April Chaney,XXXX9665,House,227124.95,30-05-2025,High,1,,,20-09-2025,382235.74,11650.88
SBI,Candice Perez,XXXX2839,Car,349405.05,18-11-2024,High,1,,,21-06-2024,258032.4,25462.55
ICICI Bank,Rebecca Schultz,XXXX7776,House,338444.59,20-04-2024,High,1,,,09-06-2024,396876.35,37993.04
Kotak Mahindra,Jason Allen,XXXX7373,Car,387725.68,24-11-2024,High,,1,,20-11-2024,112120.21,1411.19
ICICI Bank,Alexis Moore,XXXX6614,House,354245.91,28-03-2025,Low,,,1,05-08-2025,141582.27,9387
Kotak Mahindra,Laurie Braun,XXXX9704,House,268647.86,16-06-2025,High,1,,,15-08-2025,440393.39,46340.31
HDFC Bank,Christopher Cameron,XXXX1457,House,422611.65,12-09-2024,High,1,,,18-07-2024,100189.6,5800.78
Kotak Mahindra,Andrew Hall,XXXX4067,Car,143538.28,07-03-2025,Medium,,1,,03-02-2025,419537.8,29569.85
HDFC Bank,Anthony Rhodes,XXXX3171,Car,222763.5,11-11-2024,Low,,1,,02-02-2024,285825.84,24741.13
Axis Bank,Patrick Nguyen,XXXX4996,Car,291210.98,13-03-2024,Low,1,,,12-11-2024,,0
SBI,Rodney Stone,XXXX4188,House,498169.39,16-09-2023,Low,,1,,15-03-2023,216429.21,1364.14
Kotak Mahindra,Tracy Dominguez,XXXX8228,House,173230.89,15-02-2025,Medium,1,,,18-10-2025,,0
HDFC Bank,Rebecca Woodward,XXXX2820,House,147645.02,18-09-2023,Medium,,1,,02-11-2023,165172.2,5467.71
Axis Bank,Walter Hays,XXXX6564,House,290862.59,19-11-2024,High,,1,,07-05-2024,179223.5,5280.88
Axis Bank,Holly Allen,XXXX6199,House,333959.99,28-08-2024,Medium,1,,,28-09-2024,221765.31,23596.66
Kotak Mahindra,Allison Miller,XXXX8379,Car,428178.05,08-01-2025,High,1,,,14-06-2025,,0
Kotak Mahindra,Micheal Powell,XXXX4902,House,71899.93,27-05-2024,Medium,,1,,22-06-2024,,0
HDFC Bank,Peter Jacobs,XXXX6992,House,136739.23,28-12-2023,High,,,1,04-04-2023,170798.13,9519.93
ICICI Bank,Christina Gilmore,XXXX9239,Car,480659.31,01-07-2024,Medium,,1,,03-03-2024,213959.74,11396.73
SBI,Michelle Davis,XXXX6074,House,427479.6,11-04-2024,High,,1,,30-03-2024,351180.49,5683.61
HDFC Bank,Dennis Bailey,XXXX5123,House,333015.81,10-04-2025,High,,1,,22-06-2025,,0
HDFC Bank,Heather Jordan,XXXX6167,House,445535.47,14-02-2024,Medium,,,1,16-06-2024,,0
SBI,Jennifer Watson,XXXX8215,Car,124082.15,04-12-2024,Medium,1,,,24-10-2024,76373.04,6333.57
HDFC Bank,Barbara Skinner,XXXX7282,Car,474316.14,23-10-2024,Low,1,,,23-11-2024,148170.89,6386.04
HDFC Bank,Kaitlin Mitchell,XXXX8515,House,53056.91,29-05-2025,High,1,,,09-03-2025,458209.56,3201.72
ICICI Bank,Jennifer Harrison,XXXX3549,Car,145281.82,14-06-2025,Medium,1,,,07-10-2025,275743.24,18013.11
HDFC Bank,Donald Davis,XXXX7508,House,261655.04,16-01-2024,High,1,,,20-11-2024,428052.89,12492.09
HDFC Bank,Jose Reyes DVM,XXXX5840,House,332432.5,06-05-2025,Low,1,,,29-04-2025,361260.89,23065.59
HDFC Bank,Erin Parker,XXXX9558,Car,322881.52,16-06-2024,High,1,,,28-08-2024,70010.82,935.12
Kotak Mahindra,Casey Williams,XXXX1374,Car,247008.66,08-04-2025,Medium,,1,,01-11-2025,,0
SBI,Jeff Carroll,XXXX7593,Car,471190.62,21-10-2024,Medium,,1,,28-02-2024,310812.92,4598.88
SBI,Robert Baxter,XXXX6140,House,238276.75,03-08-2025,Medium,1,,,21-06-2025,114133.77,3722.13
SBI,Cathy Russell,XXXX8176,Car,287608.14,29-12-2024,Medium,1,,,30-12-2024,85437.05,2588.92
SBI,Eric Curtis,XXXX1001,House,83245.55,11-04-2024,Medium,,1,,19-07-2024,,0
SBI,Elizabeth Miller,XXXX5064,House,431517.47,29-11-2024,High,,1,,10-05-2024,90117.98,9366.89
HDFC Bank,Jason Coleman,XXXX3148,Car,80408.36,15-01-2024,High,1,,,17-06-2024,341281.24,26046.51
SBI,Anthony Mckinney,XXXX7265,Car,341456.32,08-11-2023,Medium,1,,,29-05-2023,86357.48,4606.19
HDFC Bank,Brittany Rosales,XXXX1299,House,404507.6,22-03-2025,Low,,1,,05-07-2025,354550.84,13638.1
Kotak Mahindra,Miranda Reese,XXXX1288,House,78362.02,22-06-2025,Low,,1,,09-03-2025,113396.77,3446.34
HDFC Bank,James Baxter,XXXX6691,Car,453194.53,01-05-2025,Medium,1,,,30-04-2025,415470.84,44846.27
SBI,Heidi Watson,XXXX4877,Car,425704.09,04-04-2025,High,,1,,30-04-2025,459091.25,263.44
Kotak Mahindra,Johnny Ashley,XXXX3519,Car,274380.02,07-05-2025,Low,1,,,29-12-2025,72729.7,1029.31
ICICI Bank,Jeremy Harper,XXXX4398,Car,480056.55,09-05-2025,High,1,,,11-03-2025,86196.86,3175.24
ICICI Bank,Wendy Gates,XXXX7501,House,485719.78,26-04-2024,Medium,1,,,03-12-2024,49833.27,4689.28
Kotak Mahindra,David Faulkner,XXXX7931,House,475655.36,11-03-2024,High,1,,,13-10-2024,224800.84,17557.68
Kotak Mahindra,Sara Boyd,XXXX3242,House,428862.46,24-08-2024,Low,,1,,27-08-2024,,0
Axis Bank,Marcus Morris,XXXX3947,House,108616,30-10-2023,Medium,1,,,24-11-2023,,0
Kotak Mahindra,Lori Ramirez,XXXX2663,House,456901.08,06-06-2025,High,,1,,08-08-2025,,0
Axis Bank,Andrea Chavez,XXXX4046,Car,68432.38,22-12-2024,Low,,1,,21-10-2024,,0
Kotak Mahindra,David Thomas,XXXX7181,Car,407815.11,24-01-2024,Medium,1,,,07-11-2024,109267.42,2097.84
Axis Bank,James Smith,XXXX8293,House,419722.39,28-11-2023,Low,,1,,17-02-2023,376139.6,22606.89
ICICI Bank,Janice Lopez,XXXX5728,House,439680.21,14-08-2024,High,,,1,03-01-2024,362660.7,29850.71
Axis Bank,Danielle Russell,XXXX2660,Car,369683.65,20-12-2024,Low,,1,,17-07-2024,430037.12,16633.69
ICICI Bank,Patrick Stone,XXXX2136,House,428912.98,01-07-2025,Low,,1,,07-10-2025,,0
SBI,Matthew Stone,XXXX7086,House,453537.22,27-09-2023,Medium,,,1,22-09-2023,386658.47,31674.3
Kotak Mahindra,Brian Roberts,XXXX7232,House,118173.14,15-11-2023,Low,,1,,11-02-2023,455844.36,7130.98
Axis Bank,Michael Pollard,XXXX8283,House,294205.1,03-04-2024,Medium,1,,,10-04-2024,146443.29,7443.7
ICICI Bank,Samantha Brewer,XXXX5965,House,357220.54,20-11-2023,Medium,,1,,27-03-2023,81017.69,215.16
Kotak Mahindra,Robert Rodriguez,XXXX3328,House,100655.64,31-03-2024,High,1,,,05-06-2024,240913.25,14452.54
Axis Bank,Dr. Darin Murphy DDS,XXXX7913,House,127737.78,19-10-2024,Low,,1,,09-01-2024,401956.79,3622.4
SBI,Curtis Herrera,XXXX8036,House,347928.72,22-05-2024,High,1,,,11-10-2024,,0
ICICI Bank,Valerie Hudson,XXXX5336,Car,372878.68,26-01-2024,High,1,,,20-09-2024,218642.01,1580.62
Axis Bank,Jorge Sloan,XXXX9371,Car,226132.65,09-10-2024,High,,1,,18-10-2024,219581.51,16017.33
Kotak Mahindra,Kelly Berry,XXXX1168,House,332251.54,17-03-2024,Medium,1,,,03-05-2024,105657.15,5715.12
SBI,Sara Anderson,XXXX4652,Car,409869.48,21-05-2025,Low,1,,,04-02-2025,227136.9,6651.66
HDFC Bank,Julie Wright,XXXX7770,Car,481785.93,28-12-2023,Low,,1,,10-12-2023,,0
SBI,Dennis Hall,XXXX5104,House,206710.12,27-07-2024,High,1,,,15-12-2024,375415.29,5045.91
Kotak Mahindra,Hailey Edwards,XXXX8667,House,133403.56,17-08-2024,Medium,1,,,12-02-2024,227461.35,19116.93
Kotak Mahindra,Mark Brewer,XXXX6579,House,156004.32,11-07-2025,Medium,,1,,10-01-2025,,0
ICICI Bank,Haley Jenkins,XXXX7347,House,442160.95,05-08-2024,Low,1,,,21-12-2024,265165.08,3321.14
SBI,Kelly Carter,XXXX1914,Car,189275.7,28-03-2024,Low,1,,,25-10-2024,247720.98,9478.36
SBI,Peter Ashley,XXXX3772,House,212468.48,24-06-2025,High,1,,,01-05-2025,310184.29,11860.82
Axis Bank,Matthew Lewis,XXXX3008,House,98311.69,08-04-2025,Medium,,,1,23-04-2025,223493.79,22540.67
Axis Bank,Jeremiah Johnson,XXXX8303,House,104433.91,27-10-2023,High,1,,,01-02-2023,449432.76,872.41
ICICI Bank,Tara Swanson,XXXX3215,Car,293359.22,30-01-2024,Medium,1,,,31-10-2024,254474.55,14864.86
Axis Bank,Elizabeth Taylor,XXXX5326,Car,385803.96,15-09-2024,Medium,,1,,16-11-2024,,0
SBI,Matthew Jackson,XXXX9354,House,255042.79,02-07-2025,Low,1,,,30-01-2025,347592.7,29458.42
Kotak Mahindra,Tracy Li,XXXX3729,Car,59119.57,20-12-2024,Low,,1,,26-03-2024,357510.96,9025.65
Axis Bank,Melinda Beard,XXXX3877,Car,492152.29,18-01-2024,Low,,1,,09-10-2024,183003.04,1145.06
Kotak Mahindra,Christopher Anderson,XXXX1075,House,277435.32,15-07-2025,Low,1,,,08-09-2025,,0
SBI,Maria Rojas,XXXX6101,Car,249131.44,08-05-2025,High,,1,,17-12-2025,379437.31,21295.55
Axis Bank,Teresa Taylor,XXXX7792,Car,52014.31,30-10-2024,Medium,1,,,19-02-2024,89932.16,8921.03
SBI,Wendy Warren,XXXX5561,House,165214.45,22-04-2025,Medium,,1,,17-02-2025,,0
ICICI Bank,Rebecca Gardner,XXXX8686,Car,455510.85,24-10-2023,High,,1,,24-12-2023,93136.78,7928.94
ICICI Bank,Robert Rivera,XXXX6212,House,325680.72,24-11-2023,Medium,1,,,18-11-2023,466065.38,20502.47
ICICI Bank,Luke Armstrong,XXXX8448,Car,294948.18,24-06-2025,Medium,,1,,25-03-2025,167997.44,18591.18
SBI,Robert Estrada,XXXX1797,House,419991.98,26-04-2025,Low,,1,,05-04-2025,,0
Kotak Mahindra,Chloe Ferrell,XXXX4319,Car,83033.15,02-11-2023,High,,1,,21-03-2023,367232.67,40615.39
ICICI Bank,Troy Butler,XXXX2868,Car,167407.62,11-05-2025,Medium,,1,,16-08-2025,72430.12,5087.19
HDFC Bank,Eric White,XXXX7706,House,209218.99,13-06-2024,Medium,,1,,19-07-2024,138613.1,1385.04
HDFC Bank,Sarah Jimenez,XXXX9862,Car,446816.09,03-06-2024,Low,1,,,23-07-2024,201564.56,5821.69
Axis Bank,Cynthia Henderson,XXXX1459,Car,387110.08,26-08-2023,Medium,,1,,11-06-2023,189733.95,12239.96
Axis Bank,Brett Petersen,XXXX1155,House,187977.56,24-09-2023,Medium,,1,,27-09-2023,242527.64,11665.26
Kotak Mahindra,Christian Alexander,XXXX6258,Car,297646.68,08-01-2024,Medium,1,,,11-06-2024,257334.91,4172.7
Axis Bank,Hannah Wilcox,XXXX7344,House,327225.29,24-05-2024,Low,1,,,28-02-2024,223566.21,12585.57
Kotak Mahindra,Jeremy Taylor,XXXX3275,Car,88813.47,21-08-2023,Medium,,1,,09-05-2023,106308.76,1383.79
ICICI Bank,Darius Palmer,XXXX4550,Car,233606.41,08-08-2023,Medium,1,,,07-11-2023,214674.97,22855.69
SBI,Kevin Waller,XXXX8681,Car,378402.02,22-09-2023,Low,,1,,03-09-2023,,0
HDFC Bank,Jacob Moore,XXXX5972,Car,93928.99,11-09-2024,High,1,,,04-09-2024,279340.26,23101.92
SBI,Victoria Evans,XXXX9533,Car,426066.31,02-05-2024,High,,1,,26-02-2024,163192.99,9824.71
ICICI Bank,Rebecca Thomas,XXXX1244,Car,318995.87,01-09-2023,Low,1,,,10-10-2023,102199.84,7536.7
SBI,James Gray,XXXX4074,Car,266565.44,09-08-2024,High,1,,,18-02-2024,468114.99,19345.82
Kotak Mahindra,Martin Kramer,XXXX1691,Car,142793.6,14-12-2023,Low,,,1,22-10-2023,310099.66,8774
Axis Bank,Paul Perry,XXXX4310,House,484617.69,13-09-2023,Medium,,1,,06-10-2023,177131.89,7203.26
Kotak Mahindra,Melissa Mendez,XXXX4436,House,219192.52,04-11-2024,Low,1,,,09-10-2024,53570.02,2665.02
ICICI Bank,Patricia Rodriguez,XXXX2176,Car,113396.68,05-09-2023,High,1,,,29-04-2023,318725.87,21251.76
HDFC Bank,Julia Bass,XXXX8573,Car,287179.02,11-02-2025,Medium,,,1,20-08-2025,276364.59,28423.81
SBI,Mary Dyer,XXXX9782,House,127176.03,19-11-2023,Medium,1,,,01-04-2023,124301.3,8247.85
Axis Bank,David Robertson,XXXX7594,House,304297.78,24-09-2024,Medium,1,,,05-02-2024,,0
SBI,Nicole Foley,XXXX7794,Car,317542.33,13-05-2024,Medium,1,,,09-10-2024,127697.58,12144.38
ICICI Bank,Thomas Smith,XXXX4369,House,442844.92,01-03-2025,Low,,1,,11-02-2025,341969.59,13461.38
ICICI Bank,Thomas Reyes,XXXX1196,House,408677.32,05-08-2025,High,1,,,02-08-2025,390913.84,24780.62
Kotak Mahindra,Steven Bridges,XXXX1110,Car,441490.46,22-07-2024,High,1,,,14-06-2024,363310.45,9812.69
Axis Bank,Ashley Hickman,XXXX8092,House,433115.16,17-11-2024,High,1,,,11-07-2024,92103.25,3577.35
HDFC Bank,Stacey Mckinney,XXXX3111,House,373180.25,22-06-2025,Medium,,1,,12-03-2025,465377.9,10361.54
ICICI Bank,Alexander Lee,XXXX8932,Car,361858.95,13-07-2025,Medium,1,,,31-07-2025,419102.49,4023.96
Kotak Mahindra,Melody Diaz,XXXX6620,House,379781.47,13-07-2024,Medium,1,,,24-06-2024,,0
Axis Bank,Ann Jensen,XXXX1781,Car,217867.91,20-03-2024,High,,1,,02-02-2024,250724.53,12075.84
ICICI Bank,Laura Jones,XXXX3442,House,252231.24,30-03-2024,Medium,,1,,11-10-2024,460103.96,15072.75
HDFC Bank,Jordan Sparks,XXXX1684,Car,380522.05,12-12-2024,Low,,1,,09-10-2024,63337.27,4734.3
Kotak Mahindra,Barbara Wise,XXXX6225,Car,224953.06,03-02-2024,Low,1,,,02-03-2024,125658.69,10428.56
HDFC Bank,Michael Smith,XXXX9454,Car,262831.35,26-04-2024,Medium,1,,,25-01-2024,192338.74,11783.5
Axis Bank,Tina Anderson,XXXX3981,House,444837.42,09-01-2024,Medium,1,,,03-07-2024,127025.23,2376.19
Kotak Mahindra,Jared Herrera,XXXX9899,Car,457311.18,13-10-2023,Low,,1,,04-09-2023,108970.52,142.21
SBI,Trevor Bishop,XXXX4393,House,443233.45,17-03-2025,High,1,,,23-07-2025,135073.98,13086.73
SBI,Jocelyn Harding,XXXX3484,House,155040.65,12-05-2025,Medium,1,,,29-03-2025,223199.6,9600.32
Axis Bank,Rachel Simmons,XXXX7707,House,327155.34,25-03-2025,Low,1,,,17-12-2025,305474.08,14233.48
Kotak Mahindra,Jerry Mcmahon,XXXX6060,House,332454.92,03-01-2024,Medium,1,,,22-10-2024,384785.65,6976.58
SBI,Corey Thomas,XXXX1219,House,431843.94,23-10-2024,High,,1,,09-10-2024,,0
HDFC Bank,Emily Dickerson,XXXX1810,Car,223056.86,20-03-2025,High,1,,,05-03-2025,428355.39,26980.11
HDFC Bank,Cathy Cunningham,XXXX3576,Car,213177.01,19-10-2023,High,1,,,07-07-2023,387790.04,31056
Axis Bank,Regina Bauer,XXXX1067,Car,452628.53,03-02-2024,Medium,,1,,17-11-2024,230541.77,3325.64
SBI,Gabriel Williams,XXXX4703,Car,275233.81,08-08-2024,High,,1,,30-08-2024,83006.49,5307.93
ICICI Bank,Kaitlyn Hughes,XXXX4667,House,163155.2,23-01-2024,Low,1,,,10-03-2024,255247.41,8429.92
HDFC Bank,Linda Douglas,XXXX1393,Car,321700.16,20-06-2024,Low,,1,,12-01-2024,,0
Axis Bank,Kevin Castro,XXXX1907,House,132217.87,03-12-2023,Low,1,,,18-01-2023,,0
Kotak Mahindra,Jessica Williams,XXXX4032,Car,134751.67,15-02-2025,High,1,,,23-08-2025,430702.1,29837.49
SBI,Helen Little,XXXX7517,Car,443067.8,07-03-2024,Medium,1,,,11-04-2024,,0
ICICI Bank,Molly Cooper,XXXX3766,House,377886.7,16-06-2024,Low,,1,,28-11-2024,,0
HDFC Bank,Colleen Matthews,XXXX3331,House,456395.72,21-09-2023,Medium,,1,,16-09-2023,,0
Kotak Mahindra,Jonathan English,XXXX1871,Car,406836.59,19-07-2025,High,1,,,05-08-2025,258446.79,24037.31
Kotak Mahindra,Jason Burgess,XXXX7304,Car,177758.11,25-05-2024,High,,1,,21-03-2024,355015.9,3080.11
ICICI Bank,Mary Simpson DDS,XXXX8656,House,419698.05,01-12-2024,Low,,1,,27-07-2024,,0
ICICI Bank,Dakota Leblanc,XXXX4471,House,299047.17,11-03-2024,Low,,1,,22-09-2024,,0
Axis Bank,Jesse Lewis,XXXX5246,House,442431.34,16-05-2025,Medium,,1,,17-07-2025,115316.87,9913.55
HDFC Bank,Mark Combs,XXXX3934,House,339079.41,16-07-2024,Low,1,,,03-07-2024,491349.63,6158.59
Axis Bank,Jonathan Flores,XXXX3088,Car,289262.49,11-12-2024,Low,,1,,20-05-2024,,0
ICICI Bank,Amber Anthony,XXXX4444,Car,408091.86,22-10-2024,Low,1,,,23-07-2024,83680.21,6033.22
SBI,Veronica Holmes,XXXX5072,Car,71670.28,25-05-2025,Medium,1,,,13-06-2025,168043.08,13403
SBI,Bethany Li,XXXX9766,Car,97872.4,23-08-2024,Medium,,1,,14-07-2024,113137.8,7077.52
Kotak Mahindra,Rachel Robbins,XXXX4250,Car,412380.92,16-01-2024,Low,1,,,23-06-2024,455910.76,20898.93
SBI,Sarah Banks,XXXX6042,Car,93911.01,23-02-2024,Medium,1,,,19-04-2024,476005.9,14415.33
Axis Bank,Mary Keller,XXXX2606,House,148767.22,01-11-2024,High,1,,,16-12-2024,,0
ICICI Bank,Joseph Fuentes,XXXX7688,Car,342967.69,25-12-2024,Low,1,,,14-08-2024,,0
ICICI Bank,Michael Douglas,XXXX1507,House,314414.23,01-11-2024,Medium,1,,,08-07-2024,,0
Kotak Mahindra,Keith Jackson,XXXX4852,House,339611.37,26-10-2023,High,,1,,10-03-2023,292101.64,1926.81
Axis Bank,Timothy Hall,XXXX5041,House,433205.02,03-09-2024,Medium,,1,,13-01-2024,,0
ICICI Bank,Michael Watson,XXXX7979,Car,349637.73,22-12-2024,High,,1,,23-06-2024,,0
SBI,Carmen Marks,XXXX4771,Car,232779.29,02-10-2023,High,1,,,03-05-2023,,0
Axis Bank,William Conway,XXXX6883,House,88825.85,02-12-2023,Low,1,,,04-06-2023,,0
HDFC Bank,Joshua Porter,XXXX2818,House,369734.08,12-10-2024,Medium,,1,,05-02-2024,423803.71,7093.26
ICICI Bank,Allison Cole,XXXX1837,House,288696.65,17-05-2024,Medium,1,,,27-04-2024,265818.23,3785.94
ICICI Bank,John Fisher,XXXX1394,House,129301.65,21-09-2024,High,,1,,29-05-2024,83023.52,6980.26
Axis Bank,Bobby Wong,XXXX2399,Car,76923.8,21-05-2024,High,1,,,04-06-2024,152556.44,4365.1
Axis Bank,Ashley Anthony,XXXX3520,Car,252112.76,07-04-2025,Medium,,1,,04-08-2025,213974.84,1938.6
ICICI Bank,Joshua Coleman,XXXX4220,Car,179697.22,09-03-2025,High,1,,,14-03-2025,213937.74,11315.26
Axis Bank,Becky Stewart,XXXX7507,Car,134253.76,20-10-2023,Medium,1,,,18-04-2023,,0
HDFC Bank,Ashley Dunn,XXXX8190,Car,345605.83,05-02-2024,Low,1,,,28-01-2024,,0
Kotak Mahindra,Lisa Garcia,XXXX7268,House,436513.79,14-11-2024,High,1,,,15-07-2024,471046.95,16099.53
SBI,Kaitlyn Escobar,XXXX5692,Car,98326.22,02-06-2025,Low,,1,,05-11-2025,398823.98,22517.33
Axis Bank,Christina Mccall,XXXX3581,Car,185341.66,06-01-2024,Medium,,,1,28-09-2024,389303.34,37875.94
Kotak Mahindra,Andrew Mccormick,XXXX2721,House,126443.06,07-09-2023,Low,,1,,02-09-2023,168456.85,16215.98
HDFC Bank,Christina Leon,XXXX7208,Car,379347.44,30-11-2023,Medium,,,1,02-05-2023,,0
Kotak Mahindra,Cody Thompson,XXXX5179,Car,53296.47,07-04-2025,Low,,1,,19-07-2025,320500.22,12542.06
SBI,Victoria Hughes,XXXX8852,House,441094.63,27-07-2024,Medium,1,,,09-04-2024,325822.16,8374.56
ICICI Bank,Samuel Clark,XXXX4522,Car,321554.18,12-03-2025,High,1,,,29-11-2025,395051.18,41422.36
SBI,Sue Robertson,XXXX6745,House,264954.9,03-06-2024,Medium,1,,,20-01-2024,,0
HDFC Bank,Todd Rogers,XXXX5941,House,453821.88,12-08-2024,Medium,,1,,05-08-2024,360007.04,19810.96
SBI,Jean Reyes,XXXX3622,Car,52674.31,26-01-2024,High,,1,,29-02-2024,102688.43,10569.17
Kotak Mahindra,Richard Walter,XXXX1234,House,356968.34,13-02-2025,Medium,,1,,01-02-2025,,0
ICICI Bank,Susan Erickson,XXXX6362,Car,204582.12,17-09-2024,Medium,1,,,06-06-2024,,0
Axis Bank,Brian Howell,XXXX9126,Car,466076.49,15-05-2024,High,1,,,31-01-2024,81943.9,2142.67
SBI,Robert Acevedo,XXXX5676,House,455358.62,30-09-2024,Medium,1,,,24-09-2024,,0
Axis Bank,Brendan Williams,XXXX1951,Car,269042.14,10-08-2024,Low,,1,,26-07-2024,,0
Kotak Mahindra,Kyle Evans,XXXX3300,Car,218293.92,21-07-2024,Low,1,,,16-05-2024,,0
HDFC Bank,Jake Walker,XXXX1765,House,488984.45,16-05-2024,Low,1,,,15-12-2024,436883.78,11452.43
Axis Bank,Cameron Martinez,XXXX3738,Car,372453.09,12-04-2024,High,,1,,21-11-2024,212581.76,10030.9
Axis Bank,Amber Jensen,XXXX3804,House,370614.25,12-11-2023,Low,1,,,29-12-2023,281885.63,27070.65
HDFC Bank,Elizabeth Mullen,XXXX2995,Car,329818.21,13-02-2025,High,,1,,23-03-2025,219568.06,22377.97
Axis Bank,Jenna Smith,XXXX8274,House,242713.23,06-04-2025,High,1,,,30-04-2025,278933.12,19474.42
SBI,Gwendolyn Oconnell,XXXX2837,House,400495.49,16-06-2024,High,1,,,20-01-2024,423612.14,1266.38
ICICI Bank,Sarah Garner,XXXX6783,Car,499959.68,12-08-2023,Low,,1,,02-01-2023,150259.77,3303.5
HDFC Bank,Laura Lee,XXXX3189,Car,252679.26,28-07-2025,High,,1,,09-12-2025,400528.27,37729.63
Axis Bank,Emily Johnson,XXXX7277,Car,261932.16,17-04-2024,Medium,,1,,14-03-2024,240223.2,14691.72
ICICI Bank,Devin Wright,XXXX1128,Car,400962.61,10-04-2025,Low,,,1,01-12-2025,78532.8,4221.42
Axis Bank,Jason Powell,XXXX9984,Car,281150.16,04-01-2024,High,,1,,13-08-2024,197562.03,2716.08
ICICI Bank,Connie Mcbride,XXXX5319,Car,225739.65,08-01-2025,High,,1,,15-03-2025,124391.86,11457.16
ICICI Bank,Daniel Henderson,XXXX5581,Car,392528.43,26-12-2024,High,1,,,04-11-2024,330436.9,23136.89
ICICI Bank,Aaron Lee,XXXX1994,Car,304505.03,03-04-2025,High,,1,,03-08-2025,427228.26,30367
Kotak Mahindra,Gregory Mcgee,XXXX2318,Car,125177.26,29-05-2024,High,,,1,28-01-2024,,0
Kotak Mahindra,Jeremy Hamilton,XXXX6155,House,486412.63,25-08-2024,High,,1,,01-07-2024,,0
